weight,mag_pct,subject,pen_mult,n_seizures,tp,fp,n_ref,n_hyp,sensitivity,precision,f1,fp_per_day,fp_rate_full,mean_lat_s,n_inter_h
old_locked,75.0,chb16,5.0,10,0,6,10,8,0.0,0.0,0.0,7.591377694470479,7.578947368421053,nan,18.97
old_locked,75.0,chb16,10.0,10,0,3,10,3,0.0,0.0,0.0,3.7956888472352395,3.7894736842105265,nan,18.97
old_locked,80.0,chb16,0.3,10,4,23,10,41,0.4,0.14814814814814814,0.21621621621621623,29.100281162136834,29.05263157894737,22.0,18.97
old_locked,80.0,chb16,0.5,10,2,20,10,30,0.2,0.09090909090909091,0.125,25.304592314901598,25.263157894736842,10.0,18.97
old_locked,80.0,chb16,1.0,10,2,13,10,18,0.2,0.13333333333333333,0.16,16.447985004686036,16.42105263157895,10.0,18.97
old_locked,80.0,chb16,2.0,10,0,7,10,10,0.0,0.0,0.0,8.856607310215558,8.842105263157896,nan,18.97
old_locked,80.0,chb16,5.0,10,0,5,10,6,0.0,0.0,0.0,6.326148078725399,6.315789473684211,nan,18.97
old_locked,80.0,chb16,10.0,10,0,3,10,3,0.0,0.0,0.0,3.7956888472352395,3.7894736842105265,nan,18.97
old_locked,40.0,chb17,0.3,3,3,85,3,158,1.0,0.03409090909090909,0.06593406593406594,97.49362786745965,97.11202792764202,13.333333333333334,20.92
old_locked,40.0,chb17,0.5,3,3,70,3,114,1.0,0.0410958904109589,0.07894736842105263,80.28887000849619,79.97461123452872,46.666666666666664,20.92
old_locked,40.0,chb17,1.0,3,3,46,3,79,1.0,0.061224489795918366,0.11538461538461539,52.76125743415463,52.55474452554744,46.666666666666664,20.92
old_locked,40.0,chb17,2.0,3,2,27,3,48,0.6666666666666666,0.06896551724137931,0.125,30.96856414613424,30.847350047603932,28.0,20.92
old_locked,40.0,chb17,5.0,3,2,10,3,30,0.6666666666666666,0.16666666666666666,0.26666666666666666,11.469838572642312,11.424944462075532,38.0,20.92
old_locked,40.0,chb17,10.0,3,2,7,3,23,0.6666666666666666,0.2222222222222222,0.3333333333333333,8.028887000849618,7.997461123452871,108.0,20.92
old_locked,50.0,chb17,0.3,3,3,74,3,134,1.0,0.03896103896103896,0.075,84.8768054375531,84.54458901935892,13.333333333333334,20.92
old_locked,50.0,chb17,0.5,3,3,60,3,97,1.0,0.047619047619047616,0.09090909090909091,68.81903143585387,68.54966677245318,46.666666666666664,20.92
old_locked,50.0,chb17,1.0,3,3,35,3,68,1.0,0.07894736842105263,0.14634146341463414,40.144435004248095,39.98730561726436,46.666666666666664,20.92
old_locked,50.0,chb17,2.0,3,2,20,3,41,0.6666666666666666,0.09090909090909091,0.16,22.939677145284623,22.849888924151063,28.0,20.92
old_locked,50.0,chb17,5.0,3,2,8,3,26,0.6666666666666666,0.2,0.3076923076923077,9.17587085811385,9.139955569660424,38.0,20.92
old_locked,50.0,chb17,10.0,3,2,4,3,18,0.6666666666666666,0.3333333333333333,0.4444444444444444,4.587935429056925,4.569977784830212,108.0,20.92
old_locked,55.0,chb17,0.3,3,3,67,3,121,1.0,0.04285714285714286,0.0821917808219178,76.84791843670348,76.54712789590606,46.666666666666664,20.92
old_locked,55.0,chb17,0.5,3,3,51,3,88,1.0,0.05555555555555555,0.10526315789473684,58.49617672047579,58.267216756585206,46.666666666666664,20.92
old_locked,55.0,chb17,1.0,3,3,32,3,62,1.0,0.08571428571428572,0.15789473684210525,36.7034834324554,36.5598222786417,46.666666666666664,20.92
old_locked,55.0,chb17,2.0,3,2,17,3,38,0.6666666666666666,0.10526315789473684,0.18181818181818182,19.498725573491928,19.422405585528402,28.0,20.92
old_locked,55.0,chb17,5.0,3,2,6,3,23,0.6666666666666666,0.25,0.36363636363636365,6.8819031435853875,6.854966677245319,98.0,20.92
old_locked,55.0,chb17,10.0,3,1,3,3,14,0.3333333333333333,0.25,0.2857142857142857,3.4409515717926937,3.4274833386226593,156.0,20.92
old_locked,60.0,chb17,0.3,3,3,56,3,109,1.0,0.05084745762711865,0.0967741935483871,64.23109600679695,63.97968898762297,46.666666666666664,20.92
old_locked,60.0,chb17,0.5,3,3,43,3,80,1.0,0.06521739130434782,0.12244897959183673,49.320305862361934,49.127261186924784,46.666666666666664,20.92
old_locked,60.0,chb17,1.0,3,2,28,3,55,0.6666666666666666,0.06666666666666667,0.12121212121212122,32.11554800339847,31.989844493811486,18.0,20.92
old_locked,60.0,chb17,2.0,3,2,14,3,34,0.6666666666666666,0.125,0.21052631578947367,16.057774001699237,15.994922246905743,28.0,20.92
old_locked,60.0,chb17,5.0,3,2,5,3,22,0.6666666666666666,0.2857142857142857,0.4,5.734919286321156,5.712472231037766,98.0,20.92
old_locked,60.0,chb17,10.0,3,0,2,3,11,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,65.0,chb17,0.3,3,3,44,3,97,1.0,0.06382978723404255,0.12,50.467289719626166,50.269755633132334,46.666666666666664,20.92
old_locked,65.0,chb17,0.5,3,3,36,3,71,1.0,0.07692307692307693,0.14285714285714285,41.29141886151232,41.12980006347191,46.666666666666664,20.92
old_locked,65.0,chb17,1.0,3,2,23,3,49,0.6666666666666666,0.08,0.14285714285714285,26.380628717077315,26.27737226277372,18.0,20.92
old_locked,65.0,chb17,2.0,3,2,11,3,31,0.6666666666666666,0.15384615384615385,0.25,12.616822429906541,12.567438908283084,28.0,20.92
old_locked,65.0,chb17,5.0,3,1,3,3,14,0.3333333333333333,0.25,0.2857142857142857,3.4409515717926937,3.4274833386226593,156.0,20.92
old_locked,65.0,chb17,10.0,3,0,2,3,10,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,70.0,chb17,0.3,3,3,35,3,85,1.0,0.07894736842105263,0.14634146341463414,40.144435004248095,39.98730561726436,46.666666666666664,20.92
old_locked,70.0,chb17,0.5,3,2,31,3,62,0.6666666666666666,0.06060606060606061,0.1111111111111111,35.55649957519117,35.41732783243415,18.0,20.92
old_locked,70.0,chb17,1.0,3,2,18,3,44,0.6666666666666666,0.1,0.17391304347826086,20.64570943075616,20.564900031735956,18.0,20.92
old_locked,70.0,chb17,2.0,3,2,10,3,28,0.6666666666666666,0.16666666666666666,0.26666666666666666,11.469838572642312,11.424944462075532,28.0,20.92
old_locked,70.0,chb17,5.0,3,0,2,3,11,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,70.0,chb17,10.0,3,0,2,3,9,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,75.0,chb17,0.3,3,2,28,3,72,0.6666666666666666,0.06666666666666667,0.12121212121212122,32.11554800339847,31.989844493811486,18.0,20.92
old_locked,75.0,chb17,0.5,3,2,23,3,53,0.6666666666666666,0.08,0.14285714285714285,26.380628717077315,26.27737226277372,18.0,20.92
old_locked,75.0,chb17,1.0,3,2,14,3,38,0.6666666666666666,0.125,0.21052631578947367,16.057774001699237,15.994922246905743,18.0,20.92
old_locked,75.0,chb17,2.0,3,2,7,3,24,0.6666666666666666,0.2222222222222222,0.3333333333333333,8.028887000849618,7.997461123452871,98.0,20.92
old_locked,75.0,chb17,5.0,3,0,2,3,9,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,75.0,chb17,10.0,3,0,2,3,7,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,80.0,chb17,0.3,3,2,22,3,60,0.6666666666666666,0.08333333333333333,0.14814814814814814,25.233644859813083,25.134877816566167,18.0,20.92
old_locked,80.0,chb17,0.5,3,2,17,3,45,0.6666666666666666,0.10526315789473684,0.18181818181818182,19.498725573491928,19.422405585528402,18.0,20.92
old_locked,80.0,chb17,1.0,3,2,10,3,32,0.6666666666666666,0.16666666666666666,0.26666666666666666,11.469838572642312,11.424944462075532,18.0,20.92
old_locked,80.0,chb17,2.0,3,2,4,3,19,0.6666666666666666,0.3333333333333333,0.4444444444444444,4.587935429056925,4.569977784830212,98.0,20.92
old_locked,80.0,chb17,5.0,3,0,2,3,8,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,80.0,chb17,10.0,3,0,2,3,6,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
old_locked,40.0,chb18,0.3,6,5,169,6,268,0.8333333333333334,0.028735632183908046,0.05555555555555555,114.12136180323255,113.82600561272217,0.0,35.54
old_locked,40.0,chb18,0.5,6,5,139,6,197,0.8333333333333334,0.034722222222222224,0.06666666666666667,93.86313189733328,93.62020579981291,4.0,35.54
old_locked,40.0,chb18,1.0,6,5,100,6,135,0.8333333333333334,0.047619047619047616,0.09009009009009009,67.52743301966423,67.35266604303087,0.0,35.54
old_locked,40.0,chb18,2.0,6,5,63,6,74,0.8333333333333334,0.07352941176470588,0.13513513513513514,42.54228280238847,42.43217960710945,-12.0,35.54
old_locked,40.0,chb18,5.0,6,5,30,6,41,0.8333333333333334,0.14285714285714285,0.24390243902439024,20.25822990589927,20.20579981290926,-12.0,35.54
old_locked,40.0,chb18,10.0,6,5,15,6,25,0.8333333333333334,0.25,0.38461538461538464,10.129114952949635,10.10289990645463,-12.0,35.54
old_locked,50.0,chb18,0.3,6,5,138,6,229,0.8333333333333334,0.03496503496503497,0.06711409395973154,93.18785756713665,92.9466791393826,0.0,35.54
old_locked,50.0,chb18,0.5,6,5,116,6,167,0.8333333333333334,0.04132231404958678,0.07874015748031496,78.33182230281051,78.1290926099158,4.0,35.54
old_locked,50.0,chb18,1.0,6,5,84,6,116,0.8333333333333334,0.056179775280898875,0.10526315789473684,56.72304373651795,56.57623947614593,0.0,35.54
old_locked,50.0,chb18,2.0,6,5,53,6,64,0.8333333333333334,0.08620689655172414,0.15625,35.78953950042204,35.69691300280636,-12.0,35.54
old_locked,50.0,chb18,5.0,6,5,25,6,36,0.8333333333333334,0.16666666666666666,0.2777777777777778,16.881858254916057,16.838166510757716,-12.0,35.54
old_locked,50.0,chb18,10.0,6,5,13,6,23,0.8333333333333334,0.2777777777777778,0.4166666666666667,8.77856629255635,8.755846585594012,-12.0,35.54
old_locked,55.0,chb18,0.3,6,5,124,6,208,0.8333333333333334,0.03875968992248062,0.07407407407407407,83.73401694438365,83.51730589335827,0.0,35.54
old_locked,55.0,chb18,0.5,6,5,103,6,152,0.8333333333333334,0.046296296296296294,0.08771929824561403,69.55325601025416,69.37324602432179,4.0,35.54
old_locked,55.0,chb18,1.0,6,5,74,6,106,0.8333333333333334,0.06329113924050633,0.11764705882352941,49.97030043455153,49.840972871842844,0.0,35.54
old_locked,55.0,chb18,2.0,6,5,47,6,58,0.8333333333333334,0.09615384615384616,0.1724137931034483,31.737893519242192,31.655753040224507,-12.0,35.54
old_locked,55.0,chb18,5.0,6,5,22,6,33,0.8333333333333334,0.18518518518518517,0.30303030303030304,14.856035264326131,14.81758652946679,-12.0,35.54
old_locked,55.0,chb18,10.0,6,5,11,6,21,0.8333333333333334,0.3125,0.45454545454545453,7.4280176321630655,7.408793264733395,-12.0,35.54
old_locked,60.0,chb18,0.3,6,5,108,6,188,0.8333333333333334,0.04424778761061947,0.08403361344537816,72.92962766123736,72.74087932647333,0.0,35.54
old_locked,60.0,chb18,0.5,6,5,94,6,138,0.8333333333333334,0.050505050505050504,0.09523809523809523,63.475787038484384,63.311506080449014,4.0,35.54
old_locked,60.0,chb18,1.0,6,5,65,6,96,0.8333333333333334,0.07142857142857142,0.13157894736842105,43.89283146278175,43.779232927970064,0.0,35.54
old_locked,60.0,chb18,2.0,6,5,42,6,53,0.8333333333333334,0.10638297872340426,0.18867924528301888,28.361521868258976,28.288119738072965,-12.0,35.54
old_locked,60.0,chb18,5.0,6,5,20,6,31,0.8333333333333334,0.2,0.3225806451612903,13.505486603932848,13.470533208606174,-12.0,35.54
old_locked,60.0,chb18,10.0,6,5,10,6,20,0.8333333333333334,0.3333333333333333,0.47619047619047616,6.752743301966424,6.735266604303087,-12.0,35.54
old_locked,65.0,chb18,0.3,6,5,95,6,168,0.8333333333333334,0.05,0.09433962264150944,64.15106136868101,63.985032740879326,0.0,35.54
old_locked,65.0,chb18,0.5,6,5,83,6,123,0.8333333333333334,0.056818181818181816,0.10638297872340426,56.04776940632132,55.90271281571562,4.0,35.54
old_locked,65.0,chb18,1.0,6,5,57,6,86,0.8333333333333334,0.08064516129032258,0.14705882352941177,38.49063682120861,38.391019644527596,0.0,35.54
old_locked,65.0,chb18,2.0,6,5,37,6,48,0.8333333333333334,0.11904761904761904,0.20833333333333334,24.985150217275766,24.920486435921422,-12.0,35.54
old_locked,65.0,chb18,5.0,6,5,17,6,28,0.8333333333333334,0.22727272727272727,0.35714285714285715,11.47966361334292,11.449953227315248,-12.0,35.54
old_locked,65.0,chb18,10.0,6,5,9,6,19,0.8333333333333334,0.35714285714285715,0.5,6.077468971769782,6.061739943872778,-12.0,35.54
old_locked,70.0,chb18,0.3,6,5,83,6,148,0.8333333333333334,0.056818181818181816,0.10638297872340426,56.04776940632132,55.90271281571562,0.0,35.54
old_locked,70.0,chb18,0.5,6,5,71,6,108,0.8333333333333334,0.06578947368421052,0.12195121951219512,47.9444774439616,47.820392890551915,4.0,35.54
old_locked,70.0,chb18,1.0,6,5,50,6,76,0.8333333333333334,0.09090909090909091,0.16393442622950818,33.763716509832115,33.67633302151543,0.0,35.54
old_locked,70.0,chb18,2.0,6,5,31,6,42,0.8333333333333334,0.1388888888888889,0.23809523809523808,20.933504236095914,20.879326473339567,-12.0,35.54
old_locked,70.0,chb18,5.0,6,5,15,6,26,0.8333333333333334,0.25,0.38461538461538464,10.129114952949635,10.10289990645463,-12.0,35.54
old_locked,70.0,chb18,10.0,6,5,8,6,18,0.8333333333333334,0.38461538461538464,0.5263157894736842,5.402194641573138,5.388213283442469,-12.0,35.54
old_locked,75.0,chb18,0.3,6,5,68,6,127,0.8333333333333334,0.0684931506849315,0.12658227848101267,45.91865445337168,45.79981290926099,0.0,35.54
old_locked,75.0,chb18,0.5,6,5,61,6,93,0.8333333333333334,0.07575757575757576,0.1388888888888889,41.191734141995184,41.08512628624883,4.0,35.54
old_locked,75.0,chb18,1.0,6,5,42,6,66,0.8333333333333334,0.10638297872340426,0.18867924528301888,28.361521868258976,28.288119738072965,0.0,35.54
old_locked,75.0,chb18,2.0,6,5,26,6,37,0.8333333333333334,0.16129032258064516,0.2702702702702703,17.5571325851127,17.511693171188025,-12.0,35.54
old_locked,75.0,chb18,5.0,6,5,13,6,23,0.8333333333333334,0.2777777777777778,0.4166666666666667,8.77856629255635,8.755846585594012,-12.0,35.54
old_locked,75.0,chb18,10.0,6,5,7,6,17,0.8333333333333334,0.4166666666666667,0.5555555555555556,4.726920311376496,4.7146866230121605,-12.0,35.54
old_locked,80.0,chb18,0.3,6,5,54,6,107,0.8333333333333334,0.0847457627118644,0.15384615384615385,36.46481383061868,36.37043966323667,0.0,35.54
old_locked,80.0,chb18,0.5,6,5,50,6,79,0.8333333333333334,0.09090909090909091,0.16393442622950818,33.763716509832115,33.67633302151543,4.0,35.54
old_locked,80.0,chb18,1.0,6,5,34,6,56,0.8333333333333334,0.1282051282051282,0.2222222222222222,22.95932722668584,22.899906454630496,0.0,35.54
old_locked,80.0,chb18,2.0,6,5,22,6,32,0.8333333333333334,0.18518518518518517,0.30303030303030304,14.856035264326131,14.81758652946679,-12.0,35.54
old_locked,80.0,chb18,5.0,6,5,11,6,21,0.8333333333333334,0.3125,0.45454545454545453,7.4280176321630655,7.408793264733395,-12.0,35.54
old_locked,80.0,chb18,10.0,6,5,5,6,15,0.8333333333333334,0.5,0.625,3.376371650983212,3.3676333021515434,-12.0,35.54
new_decision19,40.0,chb03,0.3,7,7,153,7,291,1.0,0.04375,0.08383233532934131,96.92916849978003,96.62875354521799,-6.857142857142857,37.88
new_decision19,40.0,chb03,0.5,7,7,110,7,194,1.0,0.05982905982905983,0.11290322580645161,69.68763748350199,69.47165287564692,-9.714285714285714,37.88
new_decision19,40.0,chb03,1.0,7,7,77,7,116,1.0,0.08333333333333333,0.15384615384615385,48.78134623845139,48.63015701295284,-18.285714285714285,37.88
new_decision19,40.0,chb03,2.0,7,7,51,7,73,1.0,0.1206896551724138,0.2153846153846154,32.30972283326001,32.20958451507266,-21.142857142857142,37.88
new_decision19,40.0,chb03,5.0,7,7,26,7,39,1.0,0.21212121212121213,0.35,16.471623405191377,16.42057249788018,-9.714285714285714,37.88
new_decision19,40.0,chb03,10.0,7,7,17,7,29,1.0,0.2916666666666667,0.45161290322580644,10.76990761108667,10.736528171690887,4.571428571428571,37.88
new_decision19,50.0,chb03,0.3,7,7,129,7,247,1.0,0.051470588235294115,0.0979020979020979,81.72459304883414,81.47130200871321,-6.857142857142857,37.88
new_decision19,50.0,chb03,0.5,7,7,94,7,165,1.0,0.06930693069306931,0.12962962962962962,59.55125384953806,59.366685184643735,-9.714285714285714,37.88
new_decision19,50.0,chb03,1.0,7,7,63,7,99,1.0,0.1,0.18181818181818182,39.91201055873295,39.78831028332505,-18.285714285714285,37.88
new_decision19,50.0,chb03,2.0,7,7,42,7,63,1.0,0.14285714285714285,0.25,26.608007039155304,26.52554018888337,-21.142857142857142,37.88
new_decision19,50.0,chb03,5.0,7,7,22,7,35,1.0,0.2413793103448276,0.3888888888888889,13.937527496700396,13.894330575129384,-9.714285714285714,37.88
new_decision19,50.0,chb03,10.0,7,7,14,7,26,1.0,0.3333333333333333,0.5,8.869335679718434,8.84184672962779,4.571428571428571,37.88
new_decision19,55.0,chb03,0.3,7,7,113,7,224,1.0,0.058333333333333334,0.11023622047244094,71.58820941487022,71.36633431771001,-6.857142857142857,37.88
new_decision19,55.0,chb03,0.5,7,7,86,7,151,1.0,0.07526881720430108,0.14,54.4830620325561,54.31420133914214,-9.714285714285714,37.88
new_decision19,55.0,chb03,1.0,7,7,57,7,91,1.0,0.109375,0.19718309859154928,36.11086669599648,35.99894739919886,-18.285714285714285,37.88
new_decision19,55.0,chb03,2.0,7,7,36,7,57,1.0,0.16279069767441862,0.28,22.80686317641883,22.736177304757174,-21.142857142857142,37.88
new_decision19,55.0,chb03,5.0,7,7,19,7,32,1.0,0.2692307692307692,0.42424242424242425,12.03695556533216,11.999649133066287,-9.714285714285714,37.88
new_decision19,55.0,chb03,10.0,7,7,12,7,24,1.0,0.3684210526315789,0.5384615384615384,7.602287725472944,7.578725768252391,4.571428571428571,37.88
new_decision19,60.0,chb03,0.3,7,7,104,7,202,1.0,0.06306306306306306,0.11864406779661017,65.8864936207655,65.68228999152072,-6.857142857142857,37.88
new_decision19,60.0,chb03,0.5,7,7,74,7,137,1.0,0.08641975308641975,0.1590909090909091,46.88077430708315,46.73547557088975,-9.714285714285714,37.88
new_decision19,60.0,chb03,1.0,7,7,49,7,82,1.0,0.125,0.2222222222222222,31.04267487901452,30.946463553697264,-18.285714285714285,37.88
new_decision19,60.0,chb03,2.0,7,7,32,7,52,1.0,0.1794871794871795,0.30434782608695654,20.272767267927847,20.20993538200638,-21.142857142857142,37.88
new_decision19,60.0,chb03,5.0,7,7,17,7,30,1.0,0.2916666666666667,0.45161290322580644,10.76990761108667,10.736528171690887,-9.714285714285714,37.88
new_decision19,60.0,chb03,10.0,7,7,11,7,23,1.0,0.3888888888888889,0.56,6.968763748350198,6.947165287564692,4.571428571428571,37.88
new_decision19,65.0,chb03,0.3,7,7,91,7,180,1.0,0.07142857142857142,0.13333333333333333,57.65068191816982,57.47200374258063,-6.857142857142857,37.88
new_decision19,65.0,chb03,0.5,7,7,65,7,122,1.0,0.09722222222222222,0.17721518987341772,41.17905851297844,41.05143124470045,-9.714285714285714,37.88
new_decision19,65.0,chb03,1.0,7,7,43,7,74,1.0,0.14,0.24561403508771928,27.24153101627805,27.15710066957107,-18.285714285714285,37.88
new_decision19,65.0,chb03,2.0,7,7,28,7,47,1.0,0.2,0.3333333333333333,17.738671359436868,17.68369345925558,-21.142857142857142,37.88
new_decision19,65.0,chb03,5.0,7,7,14,7,27,1.0,0.3333333333333333,0.5,8.869335679718434,8.84184672962779,-9.714285714285714,37.88
new_decision19,65.0,chb03,10.0,7,7,9,7,21,1.0,0.4375,0.6086956521739131,5.701715794104707,5.6840443261892935,4.571428571428571,37.88
new_decision19,70.0,chb03,0.3,7,7,76,7,158,1.0,0.08433734939759036,0.15555555555555556,48.14782226132864,47.99859653226515,-6.857142857142857,37.88
new_decision19,70.0,chb03,0.5,7,7,53,7,108,1.0,0.11666666666666667,0.208955223880597,33.5767707875055,33.47270547644806,-9.714285714285714,37.88
new_decision19,70.0,chb03,1.0,7,7,38,7,65,1.0,0.15555555555555556,0.2692307692307692,24.07391113066432,23.999298266132573,-18.285714285714285,37.88
new_decision19,70.0,chb03,2.0,7,7,23,7,42,1.0,0.23333333333333334,0.3783783783783784,14.57105147382314,14.525891055817084,-21.142857142857142,37.88
new_decision19,70.0,chb03,5.0,7,7,13,7,25,1.0,0.35,0.5185185185185185,8.235811702595688,8.21028624894009,4.571428571428571,37.88
new_decision19,70.0,chb03,10.0,7,7,8,7,20,1.0,0.4666666666666667,0.6363636363636364,5.068191816981962,5.052483845501595,4.571428571428571,37.88
new_decision19,75.0,chb03,0.3,7,7,62,7,136,1.0,0.10144927536231885,0.18421052631578946,39.27848658161021,39.15674980263736,-6.857142857142857,37.88
new_decision19,75.0,chb03,0.5,7,7,44,7,94,1.0,0.13725490196078433,0.2413793103448276,27.87505499340079,27.78866115025877,-9.714285714285714,37.88
new_decision19,75.0,chb03,1.0,7,7,31,7,57,1.0,0.18421052631578946,0.3111111111111111,19.639243290805105,19.57837490131868,-18.285714285714285,37.88
new_decision19,75.0,chb03,2.0,7,7,21,7,37,1.0,0.25,0.4,13.304003519577652,13.262770094441684,-21.142857142857142,37.88
new_decision19,75.0,chb03,5.0,7,7,11,7,23,1.0,0.3888888888888889,0.56,6.968763748350198,6.947165287564692,4.571428571428571,37.88
new_decision19,75.0,chb03,10.0,7,7,6,7,18,1.0,0.5384615384615384,0.7,3.801143862736472,3.7893628841261955,4.571428571428571,37.88
new_decision19,80.0,chb03,0.3,7,7,47,7,114,1.0,0.12962962962962962,0.22950819672131148,29.77562692476903,29.683342592321868,-6.857142857142857,37.88
new_decision19,80.0,chb03,0.5,7,7,37,7,80,1.0,0.1590909090909091,0.27450980392156865,23.440387153541575,23.367737785444874,-9.714285714285714,37.88
new_decision19,80.0,chb03,1.0,7,7,26,7,48,1.0,0.21212121212121213,0.35,16.471623405191377,16.42057249788018,-18.285714285714285,37.88
new_decision19,80.0,chb03,2.0,7,7,17,7,32,1.0,0.2916666666666667,0.45161290322580644,10.76990761108667,10.736528171690887,-6.857142857142857,37.88
new_decision19,80.0,chb03,5.0,7,5,9,7,18,0.7142857142857143,0.35714285714285715,0.47619047619047616,5.701715794104707,5.6840443261892935,-1.6,37.88
new_decision19,80.0,chb03,10.0,7,7,6,7,17,1.0,0.5384615384615384,0.7,3.801143862736472,3.7893628841261955,18.857142857142858,37.88
new_decision19,40.0,chb06,0.3,10,6,238,10,391,0.6,0.02459016393442623,0.047244094488188976,85.65858535366158,85.5944055944056,-8.666666666666666,66.68
new_decision19,40.0,chb06,0.5,10,6,193,10,279,0.6,0.03015075376884422,0.05741626794258373,69.46263434141464,69.41058941058941,-0.6666666666666666,66.68
new_decision19,40.0,chb06,1.0,10,3,134,10,170,0.3,0.021897810218978103,0.04081632653061224,48.227943014246435,48.19180819180819,-14.666666666666666,66.68
new_decision19,40.0,chb06,2.0,10,2,70,10,87,0.2,0.027777777777777776,0.04878048780487805,25.19370157460635,25.174825174825177,2.0,66.68
new_decision19,40.0,chb06,5.0,10,0,33,10,38,0.0,0.0,0.0,11.877030742314421,11.868131868131869,nan,66.68
new_decision19,40.0,chb06,10.0,10,0,19,10,22,0.0,0.0,0.0,6.838290427393152,6.833166833166834,nan,66.68
new_decision19,50.0,chb06,0.3,10,5,210,10,326,0.5,0.023255813953488372,0.044444444444444446,75.58110472381904,75.52447552447553,-15.2,66.68
new_decision19,50.0,chb06,0.5,10,5,163,10,233,0.5,0.02976190476190476,0.056179775280898875,58.66533366658335,58.621378621378625,-15.2,66.68
new_decision19,50.0,chb06,1.0,10,3,114,10,142,0.3,0.02564102564102564,0.047244094488188976,41.02974256435891,40.999000999001,-14.666666666666666,66.68
new_decision19,50.0,chb06,2.0,10,2,58,10,73,0.2,0.03333333333333333,0.05714285714285714,20.87478130467383,20.85914085914086,2.0,66.68
new_decision19,50.0,chb06,5.0,10,0,27,10,32,0.0,0.0,0.0,9.717570607348161,9.710289710289711,nan,66.68
new_decision19,50.0,chb06,10.0,10,0,15,10,18,0.0,0.0,0.0,5.398650337415646,5.394605394605395,nan,66.68
new_decision19,55.0,chb06,0.3,10,5,192,10,294,0.5,0.025380710659898477,0.04830917874396135,69.10272431892027,69.05094905094906,-15.2,66.68
new_decision19,55.0,chb06,0.5,10,4,153,10,210,0.4,0.025477707006369428,0.04790419161676647,55.06623344163959,55.02497502497503,-17.0,66.68
new_decision19,55.0,chb06,1.0,10,3,102,10,128,0.3,0.02857142857142857,0.05217391304347826,36.71082229442639,36.68331668331668,-14.666666666666666,66.68
new_decision19,55.0,chb06,2.0,10,2,52,10,66,0.2,0.037037037037037035,0.0625,18.715321169707572,18.7012987012987,2.0,66.68
new_decision19,55.0,chb06,5.0,10,0,24,10,29,0.0,0.0,0.0,8.637840539865033,8.631368631368632,nan,66.68
new_decision19,55.0,chb06,10.0,10,0,13,10,16,0.0,0.0,0.0,4.678830292426893,4.675324675324675,nan,66.68
new_decision19,60.0,chb06,0.3,10,5,171,10,262,0.5,0.028409090909090908,0.053763440860215055,61.544613846538354,61.498501498501504,-15.2,66.68
new_decision19,60.0,chb06,0.5,10,4,141,10,187,0.4,0.027586206896551724,0.05161290322580645,50.74731317170708,50.70929070929071,-17.0,66.68
new_decision19,60.0,chb06,1.0,10,3,90,10,114,0.3,0.03225806451612903,0.05825242718446602,32.391902024493874,32.36763236763237,-14.666666666666666,66.68
new_decision19,60.0,chb06,2.0,10,2,45,10,59,0.2,0.0425531914893617,0.07017543859649122,16.195951012246937,16.183816183816184,2.0,66.68
new_decision19,60.0,chb06,5.0,10,0,21,10,26,0.0,0.0,0.0,7.5581104723819035,7.5524475524475525,nan,66.68
new_decision19,60.0,chb06,10.0,10,0,12,10,15,0.0,0.0,0.0,4.318920269932517,4.315684315684316,nan,66.68
new_decision19,65.0,chb06,0.3,10,4,154,10,230,0.4,0.02531645569620253,0.047619047619047616,55.426143464133965,55.38461538461539,-17.0,66.68
new_decision19,65.0,chb06,0.5,10,4,124,10,164,0.4,0.03125,0.057971014492753624,44.62884278930267,44.595404595404595,-17.0,66.68
new_decision19,65.0,chb06,1.0,10,3,79,10,100,0.3,0.036585365853658534,0.06521739130434782,28.432891777055733,28.41158841158841,-14.666666666666666,66.68
new_decision19,65.0,chb06,2.0,10,2,39,10,52,0.2,0.04878048780487805,0.0784313725490196,14.036490877280679,14.025974025974026,2.0,66.68
new_decision19,65.0,chb06,5.0,10,0,18,10,23,0.0,0.0,0.0,6.478380404898775,6.473526473526474,nan,66.68
new_decision19,65.0,chb06,10.0,10,0,10,10,13,0.0,0.0,0.0,3.5991002249437636,3.5964035964035967,nan,66.68
new_decision19,70.0,chb06,0.3,10,4,137,10,198,0.4,0.028368794326241134,0.052980132450331126,49.30767308172956,49.27072927072927,-17.0,66.68
new_decision19,70.0,chb06,0.5,10,3,106,10,140,0.3,0.027522935779816515,0.05042016806722689,38.150462384403895,38.121878121878126,-14.666666666666666,66.68
new_decision19,70.0,chb06,1.0,10,3,67,10,87,0.3,0.04285714285714286,0.075,24.113971507123217,24.095904095904096,-14.666666666666666,66.68
