seed,subject,mag_pct,pen_mult,tp,fp,n_seizures,n_inter_h,sensitivity,precision,fp_per_day,window_auroc
42,chb16,65.0,10.0,0,4,10,18.97,0.0,0.0,5.060918462980319,0.8763
42,chb16,70.0,10.0,0,4,10,18.97,0.0,0.0,5.060918462980319,0.8763
42,chb16,75.0,10.0,0,3,10,18.97,0.0,0.0,3.79568884723524,0.8763
42,chb16,80.0,10.0,0,3,10,18.97,0.0,0.0,3.79568884723524,0.8763
42,chb17,40.0,0.3,3,80,3,20.92,1.0,0.036144578313253,91.75870858113848,0.7815
42,chb17,50.0,0.3,3,66,3,20.92,1.0,0.0434782608695652,75.70093457943926,0.7815
42,chb17,55.0,0.3,3,58,3,20.92,1.0,0.0491803278688524,66.52506372132541,0.7815
42,chb17,60.0,0.3,3,50,3,20.92,1.0,0.0566037735849056,57.34919286321156,0.7815
42,chb17,65.0,0.3,3,43,3,20.92,1.0,0.0652173913043478,49.320305862361934,0.7815
42,chb17,70.0,0.3,3,39,3,20.92,1.0,0.0714285714285714,44.732370433305015,0.7815
42,chb17,75.0,0.3,3,33,3,20.92,1.0,0.0833333333333333,37.85046728971963,0.7815
42,chb17,80.0,0.3,3,24,3,20.92,1.0,0.1111111111111111,27.52761257434155,0.7815
42,chb17,40.0,0.5,3,57,3,20.92,1.0,0.05,65.37807986406118,0.7815
42,chb17,50.0,0.5,3,45,3,20.92,1.0,0.0625,51.614273576890405,0.7815
42,chb17,55.0,0.5,3,42,3,20.92,1.0,0.0666666666666666,48.17332200509771,0.7815
42,chb17,60.0,0.5,3,39,3,20.92,1.0,0.0714285714285714,44.732370433305015,0.7815
42,chb17,65.0,0.5,3,33,3,20.92,1.0,0.0833333333333333,37.85046728971963,0.7815
42,chb17,70.0,0.5,3,30,3,20.92,1.0,0.0909090909090909,34.409515717926936,0.7815
42,chb17,75.0,0.5,3,25,3,20.92,1.0,0.1071428571428571,28.674596431605774,0.7815
42,chb17,80.0,0.5,2,19,3,20.92,0.6666666666666666,0.0952380952380952,21.792693288020395,0.7815
42,chb17,40.0,1.0,3,40,3,20.92,1.0,0.0697674418604651,45.879354290569246,0.7815
42,chb17,50.0,1.0,3,35,3,20.92,1.0,0.0789473684210526,40.144435004248095,0.7815
42,chb17,55.0,1.0,3,31,3,20.92,1.0,0.088235294117647,35.55649957519117,0.7815
42,chb17,60.0,1.0,3,27,3,20.92,1.0,0.1,30.96856414613424,0.7815
42,chb17,65.0,1.0,3,25,3,20.92,1.0,0.1071428571428571,28.674596431605774,0.7815
42,chb17,70.0,1.0,2,21,3,20.92,0.6666666666666666,0.0869565217391304,24.08666100254885,0.7815
42,chb17,75.0,1.0,2,18,3,20.92,0.6666666666666666,0.1,20.64570943075616,0.7815
42,chb17,80.0,1.0,2,14,3,20.92,0.6666666666666666,0.125,16.057774001699237,0.7815
42,chb17,40.0,2.0,3,28,3,20.92,1.0,0.0967741935483871,32.11554800339847,0.7815
42,chb17,50.0,2.0,3,23,3,20.92,1.0,0.1153846153846153,26.380628717077315,0.7815
42,chb17,55.0,2.0,2,21,3,20.92,0.6666666666666666,0.0869565217391304,24.08666100254885,0.7815
42,chb17,60.0,2.0,2,19,3,20.92,0.6666666666666666,0.0952380952380952,21.792693288020395,0.7815
42,chb17,65.0,2.0,2,16,3,20.92,0.6666666666666666,0.1111111111111111,18.3517417162277,0.7815
42,chb17,70.0,2.0,2,13,3,20.92,0.6666666666666666,0.1333333333333333,14.910790144435005,0.7815
42,chb17,75.0,2.0,2,10,3,20.92,0.6666666666666666,0.1666666666666666,11.469838572642312,0.7815
42,chb17,80.0,2.0,2,8,3,20.92,0.6666666666666666,0.2,9.17587085811385,0.7815
42,chb17,40.0,5.0,3,15,3,20.92,1.0,0.1666666666666666,17.204757858963468,0.7815
42,chb17,50.0,5.0,2,13,3,20.92,0.6666666666666666,0.1333333333333333,14.910790144435005,0.7815
42,chb17,55.0,5.0,2,11,3,20.92,0.6666666666666666,0.1538461538461538,12.61682242990654,0.7815
42,chb17,60.0,5.0,2,9,3,20.92,0.6666666666666666,0.1818181818181818,10.32285471537808,0.7815
42,chb17,65.0,5.0,2,8,3,20.92,0.6666666666666666,0.2,9.17587085811385,0.7815
42,chb17,70.0,5.0,2,6,3,20.92,0.6666666666666666,0.25,6.881903143585388,0.7815
42,chb17,75.0,5.0,2,5,3,20.92,0.6666666666666666,0.2857142857142857,5.734919286321156,0.7815
42,chb17,80.0,5.0,0,3,3,20.92,0.0,0.0,3.4409515717926937,0.7815
42,chb17,40.0,10.0,1,8,3,20.92,0.3333333333333333,0.1111111111111111,9.17587085811385,0.7815
42,chb17,50.0,10.0,1,6,3,20.92,0.3333333333333333,0.1428571428571428,6.881903143585388,0.7815
42,chb17,55.0,10.0,1,5,3,20.92,0.3333333333333333,0.1666666666666666,5.734919286321156,0.7815
42,chb17,60.0,10.0,0,4,3,20.92,0.0,0.0,4.587935429056925,0.7815
42,chb17,65.0,10.0,0,3,3,20.92,0.0,0.0,3.4409515717926937,0.7815
42,chb17,70.0,10.0,0,2,3,20.92,0.0,0.0,2.2939677145284625,0.7815
42,chb17,75.0,10.0,0,2,3,20.92,0.0,0.0,2.2939677145284625,0.7815
42,chb17,80.0,10.0,0,2,3,20.92,0.0,0.0,2.2939677145284625,0.7815
42,chb18,40.0,0.3,5,154,6,35.54,0.8333333333333334,0.0314465408805031,103.99224685028292,0.9201
42,chb18,50.0,0.3,5,124,6,35.54,0.8333333333333334,0.0387596899224806,83.73401694438365,0.9201
42,chb18,55.0,0.3,5,116,6,35.54,0.8333333333333334,0.0413223140495867,78.33182230281051,0.9201
42,chb18,60.0,0.3,5,102,6,35.54,0.8333333333333334,0.0467289719626168,68.87798168005752,0.9201
42,chb18,65.0,0.3,5,92,6,35.54,0.8333333333333334,0.0515463917525773,62.1252383780911,0.9201
42,chb18,70.0,0.3,5,79,6,35.54,0.8333333333333334,0.0595238095238095,53.34667208553475,0.9201
42,chb18,75.0,0.3,5,64,6,35.54,0.8333333333333334,0.072463768115942,43.21755713258511,0.9201
42,chb18,80.0,0.3,5,50,6,35.54,0.8333333333333334,0.0909090909090909,33.763716509832115,0.9201
42,chb18,40.0,0.5,5,121,6,35.54,0.8333333333333334,0.0396825396825396,81.70819395379372,0.9201
42,chb18,50.0,0.5,5,104,6,35.54,0.8333333333333334,0.0458715596330275,70.2285303404508,0.9201
42,chb18,55.0,0.5,5,95,6,35.54,0.8333333333333334,0.05,64.15106136868101,0.9201
42,chb18,60.0,0.5,5,88,6,35.54,0.8333333333333334,0.053763440860215,59.42414105730453,0.9201
42,chb18,65.0,0.5,5,75,6,35.54,0.8333333333333334,0.0625,50.645574764748176,0.9201
42,chb18,70.0,0.5,5,66,6,35.54,0.8333333333333334,0.0704225352112676,44.56810579297839,0.9201
42,chb18,75.0,0.5,5,55,6,35.54,0.8333333333333334,0.0833333333333333,37.14008816081533,0.9201
42,chb18,80.0,0.5,5,46,6,35.54,0.8333333333333334,0.0980392156862745,31.06261918904555,0.9201
42,chb18,40.0,1.0,5,86,6,35.54,0.8333333333333334,0.0549450549450549,58.07359239691124,0.9201
42,chb18,50.0,1.0,5,71,6,35.54,0.8333333333333334,0.0657894736842105,47.9444774439616,0.9201
42,chb18,55.0,1.0,5,63,6,35.54,0.8333333333333334,0.0735294117647058,42.54228280238847,0.9201
42,chb18,60.0,1.0,5,56,6,35.54,0.8333333333333334,0.081967213114754,37.81536249101197,0.9201
42,chb18,65.0,1.0,5,49,6,35.54,0.8333333333333334,0.0925925925925925,33.08844217963547,0.9201
42,chb18,70.0,1.0,5,44,6,35.54,0.8333333333333334,0.1020408163265306,29.712070528652266,0.9201
42,chb18,75.0,1.0,5,38,6,35.54,0.8333333333333334,0.1162790697674418,25.66042454747241,0.9201
42,chb18,80.0,1.0,5,30,6,35.54,0.8333333333333334,0.1428571428571428,20.25822990589927,0.9201
42,chb18,40.0,2.0,5,60,6,35.54,0.8333333333333334,0.0769230769230769,40.51645981179854,0.9201
42,chb18,50.0,2.0,5,50,6,35.54,0.8333333333333334,0.0909090909090909,33.763716509832115,0.9201
42,chb18,55.0,2.0,5,44,6,35.54,0.8333333333333334,0.1020408163265306,29.712070528652266,0.9201
42,chb18,60.0,2.0,5,39,6,35.54,0.8333333333333334,0.1136363636363636,26.335698877669053,0.9201
42,chb18,65.0,2.0,5,34,6,35.54,0.8333333333333334,0.1282051282051282,22.95932722668584,0.9201
42,chb18,70.0,2.0,5,29,6,35.54,0.8333333333333334,0.1470588235294117,19.582955575702627,0.9201
42,chb18,75.0,2.0,5,25,6,35.54,0.8333333333333334,0.1666666666666666,16.881858254916057,0.9201
42,chb18,80.0,2.0,5,20,6,35.54,0.8333333333333334,0.2,13.505486603932848,0.9201
42,chb18,40.0,5.0,5,28,6,35.54,0.8333333333333334,0.1515151515151515,18.907681245505984,0.9201
42,chb18,50.0,5.0,5,23,6,35.54,0.8333333333333334,0.1785714285714285,15.531309594522774,0.9201
42,chb18,55.0,5.0,5,21,6,35.54,0.8333333333333334,0.1923076923076923,14.180760934129488,0.9201
42,chb18,60.0,5.0,5,18,6,35.54,0.8333333333333334,0.217391304347826,12.154937943539563,0.9201
42,chb18,65.0,5.0,5,16,6,35.54,0.8333333333333334,0.238095238095238,10.804389283146277,0.9201
42,chb18,70.0,5.0,5,14,6,35.54,0.8333333333333334,0.2631578947368421,9.453840622752992,0.9201
42,chb18,75.0,5.0,5,11,6,35.54,0.8333333333333334,0.3125,7.4280176321630655,0.9201
42,chb18,80.0,5.0,5,9,6,35.54,0.8333333333333334,0.3571428571428571,6.077468971769782,0.9201
42,chb18,40.0,10.0,5,17,6,35.54,0.8333333333333334,0.2272727272727272,11.47966361334292,0.9201
42,chb18,50.0,10.0,5,15,6,35.54,0.8333333333333334,0.25,10.129114952949635,0.9201
42,chb18,55.0,10.0,5,13,6,35.54,0.8333333333333334,0.2777777777777778,8.77856629255635,0.9201
42,chb18,60.0,10.0,5,12,6,35.54,0.8333333333333334,0.2941176470588235,8.103291962359707,0.9201
42,chb18,65.0,10.0,5,10,6,35.54,0.8333333333333334,0.3333333333333333,6.752743301966424,0.9201
42,chb18,70.0,10.0,5,9,6,35.54,0.8333333333333334,0.3571428571428571,6.077468971769782,0.9201
42,chb18,75.0,10.0,5,8,6,35.54,0.8333333333333334,0.3846153846153846,5.402194641573138,0.9201
42,chb18,80.0,10.0,5,6,6,35.54,0.8333333333333334,0.4545454545454545,4.0516459811798535,0.9201
